b1,1CC rate,2CC rate,Game 1 rate,strat
1.0,0.06084988168686918,0.0,1.0,S_02
1.1400000000000001,0.061341303540204936,0.0,1.0,S_02
1.2800000000000002,0.057382282450209945,0.0,1.0,S_02
1.4200000000000004,0.0575003924235427,0.0,1.0,S_02
1.5600000000000005,0.06122003656021102,0.0,1.0,S_02
1.7000000000000006,0.06204250665688177,0.0,1.0,S_02
1.8400000000000007,0.06333171141354736,0.0,1.0,S_02
1.9800000000000009,0.06739526136021855,0.0,1.0,S_02
2.120000000000001,0.06932463654355202,0.0,1.0,S_02
2.260000000000001,0.07035369264021893,0.0,1.0,S_02
2.4000000000000012,0.07308336901355349,0.0,1.0,S_02
2.5400000000000014,0.07542164143022614,0.0,1.0,S_02
2.6800000000000015,0.07739815880688719,0.0,1.0,S_02
2.8200000000000016,0.07847076429688939,0.0,1.0,S_02
2.9600000000000017,0.08043730333688746,0.0,1.0,S_02
3.100000000000002,0.08159711406689024,0.0,1.0,S_02
1.0,0.06359346352685827,0.0,1.0,S_02
1.1400000000000001,0.057508501173537126,0.0,1.0,S_02
1.2800000000000002,0.055584496893547074,0.0,1.0,S_02
1.4200000000000004,0.05703932806687539,0.0,1.0,S_02
1.5600000000000005,0.06049397825354686,0.0,1.0,S_02
1.7000000000000006,0.06185384141021336,0.0,1.0,S_02
1.8400000000000007,0.06394854361021579,0.0,1.0,S_02
1.9800000000000009,0.06620822851688352,0.0,1.0,S_02
2.120000000000001,0.06872383721689052,0.0,1.0,S_02
2.260000000000001,0.06997616587355199,0.0,1.0,S_02
2.4000000000000012,0.071357778776885,0.0,1.0,S_02
2.5400000000000014,0.07299961685355436,0.0,1.0,S_02
2.6800000000000015,0.07666495981022114,0.0,1.0,S_02
2.8200000000000016,0.07946729890022174,0.0,1.0,S_02
2.9600000000000017,0.08023993054021974,0.0,1.0,S_02
3.100000000000002,0.08142234098022233,0.0,1.0,S_02
1.0,0.06589632191353141,0.0,1.0,S_02
1.1400000000000001,0.059473009283539116,0.0,1.0,S_02
1.2800000000000002,0.05741318884687194,0.0,1.0,S_02
1.4200000000000004,0.05762146645687507,0.0,1.0,S_02
1.5600000000000005,0.058778461163541774,0.0,1.0,S_02
1.7000000000000006,0.0629960806868828,0.0,1.0,S_02
1.8400000000000007,0.06395740418688116,0.0,1.0,S_02
1.9800000000000009,0.06390170248021425,0.0,1.0,S_02
2.120000000000001,0.06791158830355383,0.0,1.0,S_02
2.260000000000001,0.0708331850668872,0.0,1.0,S_02
2.4000000000000012,0.07286308879022212,0.0,1.0,S_02
2.5400000000000014,0.07552472152355177,0.0,1.0,S_02
2.6800000000000015,0.07615449445355658,0.0,1.0,S_02
2.8200000000000016,0.07653365627688852,0.0,1.0,S_02
2.9600000000000017,0.07973290329355195,0.0,1.0,S_02
3.100000000000002,0.08302657275355521,0.0,1.0,S_02
1.0,0.05790599958352659,0.0,1.0,S_02
1.1400000000000001,0.05945121629019692,0.0,1.0,S_02
1.2800000000000002,0.056727838960204585,0.0,1.0,S_02
1.4200000000000004,0.05595500439354501,0.0,1.0,S_02
1.5600000000000005,0.06034396388354349,0.0,1.0,S_02
1.7000000000000006,0.062300848936877824,0.0,1.0,S_02
1.8400000000000007,0.06509861386021838,0.0,1.0,S_02
1.9800000000000009,0.06679746601355561,0.0,1.0,S_02
2.120000000000001,0.06994372921022211,0.0,1.0,S_02
2.260000000000001,0.07118559550021841,0.0,1.0,S_02
2.4000000000000012,0.07247408835022423,0.0,1.0,S_02
2.5400000000000014,0.07521091539355351,0.0,1.0,S_02
2.6800000000000015,0.07701814702022369,0.0,1.0,S_02
2.8200000000000016,0.07896415720022189,0.0,1.0,S_02
2.9600000000000017,0.07980368478022268,0.0,1.0,S_02
3.100000000000002,0.0835539392402246,0.0,1.0,S_02
1.0,0.05503928450352755,0.0,1.0,S_02
1.1400000000000001,0.059527989103530236,0.0,1.0,S_02
