b1,1CC rate,2CC rate,Game 1 rate,strat,transition
1.0,0.02076890611335374,0.03532686440724277,0.3614416384061505,S_12,EqualSay_G2_Default
1.14,0.032884192598601245,0.03302590478255145,0.3749858132318855,S_12,EqualSay_G2_Default
1.2800000000000002,0.04468617684970971,0.03216742596755802,0.445031232304636,S_12,EqualSay_G2_Default
1.4200000000000004,0.0580473876298027,0.02890194479315092,0.4373761333107763,S_12,EqualSay_G2_Default
1.5600000000000005,0.07490969802988952,0.029112596427031814,0.463414531936342,S_12,EqualSay_G2_Default
1.7000000000000006,0.1815156916246124,0.02594531767782209,0.5510348984724976,S_12,EqualSay_G2_Default
1.8400000000000007,0.7050442729332478,0.012046397365430186,0.8427230668425308,S_12,EqualSay_G2_Default
1.9800000000000009,0.7993276335661508,0.00779666141369753,0.8930676784007227,S_12,EqualSay_G2_Default
2.120000000000001,0.8400553302235704,0.006980155275128518,0.9133175315995654,S_12,EqualSay_G2_Default
2.2600000000000007,0.862773974870667,0.0070123353046276865,0.9259157001694328,S_12,EqualSay_G2_Default
2.400000000000001,0.9434593244256748,0.004389260095139604,0.9709986315925072,S_12,EqualSay_G2_Default
2.5400000000000014,0.9649516579003692,0.002873286447406071,0.9811427760706211,S_12,EqualSay_G2_Default
2.680000000000001,0.9809670923282316,0.0022943698219113663,0.9900747837730206,S_12,EqualSay_G2_Default
2.8200000000000016,0.9724939583809112,0.003332832375391799,0.9845149473309682,S_12,EqualSay_G2_Default
2.9600000000000017,0.9807042978145109,0.0026002626017940177,0.9900921240150532,S_12,EqualSay_G2_Default
3.100000000000002,0.9874794004378852,0.0025656425835194835,0.9923375686485504,S_12,EqualSay_G2_Default
1.0,0.018370216543059162,0.033260528628973135,0.3607387483174221,S_12,EqualSay_G2_Default
1.14,0.033130673259371954,0.030680458895566757,0.4092354012266434,S_12,EqualSay_G2_Default
1.2800000000000002,0.043528269683346735,0.03160951681693173,0.41414794036414543,S_12,EqualSay_G2_Default
1.4200000000000004,0.056323328811189774,0.02726305680605609,0.44917469869503707,S_12,EqualSay_G2_Default
1.5600000000000005,0.07397867495848243,0.02693529431494897,0.471951443101221,S_12,EqualSay_G2_Default
1.7000000000000006,0.2010257564319941,0.02527655637491777,0.5607453704210806,S_12,EqualSay_G2_Default
1.8400000000000007,0.6354576645344493,0.013716624496951893,0.7999972332354421,S_12,EqualSay_G2_Default
1.9800000000000009,0.8087543072366324,0.00866485452265867,0.8940155950044547,S_12,EqualSay_G2_Default
2.120000000000001,0.8451015156549666,0.007974072811164166,0.9134440514007108,S_12,EqualSay_G2_Default
2.2600000000000007,0.8894446940335491,0.00621330080894718,0.9353039483298928,S_12,EqualSay_G2_Default
2.400000000000001,0.9152473587732838,0.004994904713797666,0.954835474332764,S_12,EqualSay_G2_Default
2.5400000000000014,0.9552320286215024,0.0034520217522539787,0.9755157485910074,S_12,EqualSay_G2_Default
2.680000000000001,0.9687381144679338,0.003843448505912236,0.9821391126717688,S_12,EqualSay_G2_Default
2.8200000000000016,0.959466539850648,0.003187816297357145,0.976941445141524,S_12,EqualSay_G2_Default
2.9600000000000017,0.980324577260254,0.002527961383925741,0.988036313553534,S_12,EqualSay_G2_Default
3.100000000000002,0.9819199168255608,0.0025335180700470443,0.9917804779945588,S_12,EqualSay_G2_Default
1.0,0.018566920836433083,0.038196870714472766,0.33650802104244626,S_12,EqualSay_G2_Default
1.14,0.03396889799796996,0.032447955568642106,0.4234655352601619,S_12,EqualSay_G2_Default
1.2800000000000002,0.043011620881256776,0.02976794948593208,0.45393041096815506,S_12,EqualSay_G2_Default
1.4200000000000004,0.053407567319562685,0.029053554269507488,0.4715070820358898,S_12,EqualSay_G2_Default
1.5600000000000005,0.08285300110633445,0.029297032822331467,0.4729573350490779,S_12,EqualSay_G2_Default
1.7000000000000006,0.17126006967840246,0.02551479218636149,0.5397880553900875,S_12,EqualSay_G2_Default
1.8400000000000007,0.5721768834975658,0.013887192412242443,0.7667133433383487,S_12,EqualSay_G2_Default
1.9800000000000009,0.7918004641415078,0.009253283936642938,0.8897991410484357,S_12,EqualSay_G2_Default
2.120000000000001,0.8455343194036212,0.0071967641554585874,0.9188208172733257,S_12,EqualSay_G2_Default
2.2600000000000007,0.9023408816170958,0.006166165275781732,0.9424637953970564,S_12,EqualSay_G2_Default
2.400000000000001,0.9328680873331882,0.004727855442891685,0.96665661347939,S_12,EqualSay_G2_Default
2.5400000000000014,0.9705291841344604,0.0029984165914657608,0.9824526633862732,S_12,EqualSay_G2_Default
2.680000000000001,0.9677607852125479,0.002755426723655255,0.9822576321691274,S_12,EqualSay_G2_Default
2.8200000000000016,0.9828591351612876,0.003147588037622389,0.9897356385967996,S_12,EqualSay_G2_Default
2.9600000000000017,0.9809807717755848,0.0030860100773158834,0.9889026047634796,S_12,EqualSay_G2_Default
3.100000000000002,0.9790482671175312,0.003111159642108855,0.9903921487858268,S_12,EqualSay_G2_Default
1.0,0.0200518711824664,0.03607731597717488,0.3799653317551666,S_12,EqualSay_G2_Default
1.14,0.032535152391294016,0.031170756561559224,0.4350282489122682,S_12,EqualSay_G2_Default
1.2800000000000002,0.03941945510026995,0.03282779561329004,0.4702299478859786,S_12,EqualSay_G2_Default
1.4200000000000004,0.05812480321870669,0.03062899440221415,0.4545981395104272,S_12,EqualSay_G2_Default
1.5600000000000005,0.07764656979769315,0.02726486911470617,0.4788203526892064,S_12,EqualSay_G2_Default
1.7000000000000006,0.19979467122790695,0.024003588653984474,0.5602611675893634,S_12,EqualSay_G2_Default
1.8400000000000007,0.6592144330016271,0.011929879915909837,0.8063772254280778,S_12,EqualSay_G2_Default
1.9800000000000009,0.8487318796282588,0.006960700136633988,0.9234952320863208,S_12,EqualSay_G2_Default
2.120000000000001,0.8401411109487569,0.00805113692770568,0.9082871337958948,S_12,EqualSay_G2_Default
2.2600000000000007,0.8954228701332991,0.005585408205137094,0.9482666312216744,S_12,EqualSay_G2_Default
2.400000000000001,0.9314674335299824,0.0047076847268492025,0.963165268818348,S_12,EqualSay_G2_Default
2.5400000000000014,0.9633138514170876,0.0033303671174726678,0.97860169370252,S_12,EqualSay_G2_Default
2.680000000000001,0.9778036956092196,0.0027672821590131033,0.9855499574580866,S_12,EqualSay_G2_Default
2.8200000000000016,0.9792970161003944,0.0026457169138425288,0.9881233524358184,S_12,EqualSay_G2_Default
2.9600000000000017,0.970169223271676,0.003809816889357186,0.9838246561306022,S_12,EqualSay_G2_Default
3.100000000000002,0.98850649116673,0.002996240631292187,0.9931963332839048,S_12,EqualSay_G2_Default
1.0,0.01706736554001289,0.03618602140730466,0.33252722193722145,S_12,EqualSay_G2_Default
1.14,0.03129500582547245,0.031182783598594114,0.3798775163279292,S_12,EqualSay_G2_Default
1.2800000000000002,0.04239555110813429,0.028943682602569708,0.4433788798674079,S_12,EqualSay_G2_Default
1.4200000000000004,0.057113728438782735,0.0298418342300894,0.4297939849571189,S_12,EqualSay_G2_Default
1.5600000000000005,0.07899483622224872,0.027898599980653648,0.4753068405468721,S_12,EqualSay_G2_Default
1.7000000000000006,0.17927746592660082,0.023704362039563474,0.5573341577000296,S_12,EqualSay_G2_Default
1.8400000000000007,0.6678770945466329,0.01262518512122664,0.8230508308884291,S_12,EqualSay_G2_Default
1.9800000000000009,0.8092511555245648,0.008248560304149536,0.8914489391101957,S_12,EqualSay_G2_Default
2.120000000000001,0.7841441572008041,0.009587293460118449,0.8763040619105691,S_12,EqualSay_G2_Default
2.2600000000000007,0.8844109557642854,0.005904096697613066,0.939168804664172,S_12,EqualSay_G2_Default
2.400000000000001,0.9154179131065232,0.004901808179895596,0.9579587898262112,S_12,EqualSay_G2_Default
2.5400000000000014,0.9507189969732992,0.0029060715059081987,0.976264476970744,S_12,EqualSay_G2_Default
2.680000000000001,0.9744757497825998,0.0030448793020514398,0.9868078806782404,S_12,EqualSay_G2_Default
2.8200000000000016,0.9764891639511598,0.0031968334707545604,0.9870470491156772,S_12,EqualSay_G2_Default
2.9600000000000017,0.9791377597867588,0.0026879143880782982,0.9873824389059082,S_12,EqualSay_G2_Default
3.100000000000002,0.9797858918436748,0.0026701769499042232,0.9879332645991462,S_12,EqualSay_G2_Default
