b1,1CC rate,2CC rate,Game 1 rate,CC rate,strat,strat_space,transition,N,eps,beta
1.0,0.06280718221547267,0.06630619911795614,0.3833663725416217,0.1291133813334288,S_12_EqualSay_G2_Default,S_12,EqualSay_G2_Default,8,0.001,2.0
1.1400000000000001,0.07647325265694452,0.06284761367166364,0.39223417813786543,0.13932086632860816,S_12_EqualSay_G2_Default,S_12,EqualSay_G2_Default,8,0.001,2.0
1.2800000000000002,0.08611019249470163,0.05999185751687295,0.40455758912766465,0.14610205001157459,S_12_EqualSay_G2_Default,S_12,EqualSay_G2_Default,8,0.001,2.0
1.4200000000000004,0.0985413045206988,0.058644276107877,0.4287511755312074,0.1571855806285758,S_12_EqualSay_G2_Default,S_12,EqualSay_G2_Default,8,0.001,2.0
1.5600000000000005,0.11662302793424577,0.054096410424356096,0.45431309911875134,0.17071943835860187,S_12_EqualSay_G2_Default,S_12,EqualSay_G2_Default,8,0.001,2.0
1.7000000000000006,0.1311107029405668,0.0537671533179239,0.46607842447824493,0.18487785625849068,S_12_EqualSay_G2_Default,S_12,EqualSay_G2_Default,8,0.001,2.0
1.8400000000000007,0.15549721348002837,0.05003692981177472,0.4948089407239049,0.20553414329180308,S_12_EqualSay_G2_Default,S_12,EqualSay_G2_Default,8,0.001,2.0
1.9800000000000009,0.17625486635702708,0.048989971323078065,0.5080584149492092,0.22524483768010514,S_12_EqualSay_G2_Default,S_12,EqualSay_G2_Default,8,0.001,2.0
2.120000000000001,0.2072711106314746,0.045039778274991955,0.5365868051549045,0.2523108889064666,S_12_EqualSay_G2_Default,S_12,EqualSay_G2_Default,8,0.001,2.0
2.260000000000001,0.2580190938535475,0.04426630017307082,0.57249411397965,0.3022853940266183,S_12_EqualSay_G2_Default,S_12,EqualSay_G2_Default,8,0.001,2.0
2.4000000000000012,0.3123388004848925,0.04155921397630975,0.605511684679157,0.3538980144612022,S_12_EqualSay_G2_Default,S_12,EqualSay_G2_Default,8,0.001,2.0
2.5400000000000014,0.3788642290156138,0.03650099910604281,0.6500989378168971,0.4153652281216566,S_12_EqualSay_G2_Default,S_12,EqualSay_G2_Default,8,0.001,2.0
2.6800000000000015,0.43912024003262873,0.033789421861720334,0.6853176699176071,0.4729096618943491,S_12_EqualSay_G2_Default,S_12,EqualSay_G2_Default,8,0.001,2.0
2.8200000000000016,0.4980311094879265,0.029527366415897954,0.7228835290781181,0.5275584759038244,S_12_EqualSay_G2_Default,S_12,EqualSay_G2_Default,8,0.001,2.0
2.9600000000000017,0.550069112161605,0.027818841257270816,0.7520256274243173,0.5778879534188759,S_12_EqualSay_G2_Default,S_12,EqualSay_G2_Default,8,0.001,2.0
3.100000000000002,0.6006366480063144,0.024681623457333126,0.7852133616624047,0.6253182714636476,S_12_EqualSay_G2_Default,S_12,EqualSay_G2_Default,8,0.001,2.0
1.0,0.05992412457882399,0.06429120442357038,0.36770938564375405,0.12421532900239438,S_12_EqualSay_G2_Default,S_12,EqualSay_G2_Default,8,0.001,2.0
1.1400000000000001,0.07279877528347968,0.061672889007468236,0.3955458159203497,0.13447166429094792,S_12_EqualSay_G2_Default,S_12,EqualSay_G2_Default,8,0.001,2.0
1.2800000000000002,0.08534705045493565,0.06189125013373642,0.415445479584843,0.14723830058867207,S_12_EqualSay_G2_Default,S_12,EqualSay_G2_Default,8,0.001,2.0
1.4200000000000004,0.09931836047343455,0.05646340689875822,0.4295803761163292,0.15578176737219276,S_12_EqualSay_G2_Default,S_12,EqualSay_G2_Default,8,0.001,2.0
1.5600000000000005,0.11368308350248134,0.0566374928465309,0.44935721707901566,0.17032057634901224,S_12_EqualSay_G2_Default,S_12,EqualSay_G2_Default,8,0.001,2.0
1.7000000000000006,0.1322768946327588,0.052607436527295916,0.4630916314109571,0.1848843311600547,S_12_EqualSay_G2_Default,S_12,EqualSay_G2_Default,8,0.001,2.0
1.8400000000000007,0.15960149384704464,0.050794642266862935,0.48925094810645553,0.21039613611390756,S_12_EqualSay_G2_Default,S_12,EqualSay_G2_Default,8,0.001,2.0
1.9800000000000009,0.17671411832870032,0.047907338456417786,0.5099977118821724,0.2246214567851181,S_12_EqualSay_G2_Default,S_12,EqualSay_G2_Default,8,0.001,2.0
2.120000000000001,0.20724062719849465,0.049014317589896876,0.5366126930189539,0.2562549447883915,S_12_EqualSay_G2_Default,S_12,EqualSay_G2_Default,8,0.001,2.0
2.260000000000001,0.2631663111055877,0.044392282807319314,0.5649371405488126,0.307558593912907,S_12_EqualSay_G2_Default,S_12,EqualSay_G2_Default,8,0.001,2.0
2.4000000000000012,0.30888215811522823,0.039629903688878275,0.6049487630189684,0.3485120618041065,S_12_EqualSay_G2_Default,S_12,EqualSay_G2_Default,8,0.001,2.0
2.5400000000000014,0.35935718182324816,0.03804906999891369,0.6396042758459984,0.3974062518221618,S_12_EqualSay_G2_Default,S_12,EqualSay_G2_Default,8,0.001,2.0
2.6800000000000015,0.4334797253819225,0.033559623301544314,0.681608572643905,0.4670393486834668,S_12_EqualSay_G2_Default,S_12,EqualSay_G2_Default,8,0.001,2.0
2.8200000000000016,0.49110615330745283,0.029778230425953643,0.7189968901328369,0.5208843837334065,S_12_EqualSay_G2_Default,S_12,EqualSay_G2_Default,8,0.001,2.0
2.9600000000000017,0.5679646015940057,0.027023063456014136,0.7660401287206593,0.5949876650500199,S_12_EqualSay_G2_Default,S_12,EqualSay_G2_Default,8,0.001,2.0
3.100000000000002,0.6264817416722666,0.023170458363316385,0.7989255835267987,0.649652200035583,S_12_EqualSay_G2_Default,S_12,EqualSay_G2_Default,8,0.001,2.0
