b1,1CC rate,2CC rate,Game 1 rate,player_c_avg,beta,CC rate,strat,strat_space,transition,N,eps
1.8,0.18766804919564012,0.1883202564482998,0.4264043116700478,0.4937861904086448,0.0001,0.3759883056439399,S_12_EqualSay_G2_Default,S_12,EqualSay_G2_Default,100,0.001
1.8,0.181984396381584,0.19063812418460294,0.4256206103422593,0.48778764019863874,0.0001,0.37262252056618694,S_12_EqualSay_G2_Default,S_12,EqualSay_G2_Default,100,0.001
1.8,0.1870360165822835,0.2010789268945613,0.4370064437596357,0.5074317524650921,0.0001,0.38811494347684483,S_12_EqualSay_G2_Default,S_12,EqualSay_G2_Default,100,0.001
1.8,0.19014209621218173,0.20053041506972547,0.4269963513523318,0.5041016097448512,0.0001,0.39067251128190716,S_12_EqualSay_G2_Default,S_12,EqualSay_G2_Default,100,0.001
1.8,0.1870987982054117,0.19128938176594446,0.4214139343959566,0.49237894103145147,0.0001,0.37838817997135615,S_12_EqualSay_G2_Default,S_12,EqualSay_G2_Default,100,0.001
