b1,1CC rate,2CC rate,Game 1 rate,CC rate,strat,strat_space,transition,N,eps,beta
1.8,0.02911692436596263,0.02342768203175496,0.3848231853499759,0.05254460639771759,S_12_EqualSay_G2_Default,S_12,EqualSay_G2_Default,0.001,0.001,2.0
1.8,0.7023105729638676,0.041605881927611506,0.7395186725817283,0.7439164548914791,S_12_EqualSay_G2_Default,S_12,EqualSay_G2_Default,0.001,0.001,2.0
