b1,1CC rate,2CC rate,Game 1 rate
1.0,0.006535759636391933,0.028269248851602022,0.6818843347501671
1.1400000000000001,0.005054032849972759,0.011007788136029685,0.492457885940039
1.2800000000000002,0.027815634155070042,0.02049359676292643,0.6484987873916992
1.4200000000000004,0.009637810534548019,0.009470897465434079,0.43954276669519154
1.5600000000000005,0.04353995054565462,0.009959615898342667,0.39425603998053654
1.7000000000000006,0.022976641568465683,0.008970338431547088,0.5199333793480043
1.8400000000000007,0.02756433364321963,0.01219623785677865,0.592338497618586
1.9800000000000009,0.00599402670817757,0.01975038329182641,0.28693871690922995
2.120000000000001,0.027869828085350403,0.013906952914650427,0.5007851438803639
2.260000000000001,0.0880135161202362,0.025133092173757893,0.5792807553368116
2.4000000000000012,0.9480492233937405,0.004022476292303101,0.9600493674687904
2.5400000000000014,0.6418881550056906,0.0036968574582967647,0.825425730845723
2.6800000000000015,0.8867924181942806,0.010555071247694017,0.9090208797153346
2.8200000000000016,0.767763139838466,0.0029137125755578533,0.8564814037203541
2.9600000000000017,0.9840929597822382,0.003946237749732003,0.986315438159567
3.100000000000002,0.866979202423307,0.005348398076715289,0.9277477100572108
1.0,0.005268972800289561,0.0403199436497059,0.46720294429253606
1.1400000000000001,0.003005837351806662,0.006459197646192735,0.07631251694532895
1.2800000000000002,0.014344141545548049,0.019409234422453105,0.36510000638056606
1.4200000000000004,0.018831543346611544,0.030938475141389407,0.24588544254912129
1.5600000000000005,0.029738922171592127,0.030699496756412217,0.527206307316046
1.7000000000000006,0.01560009412468173,0.010407288875320888,0.3623931076493332
1.8400000000000007,0.3601567351159584,0.0048529735060272895,0.879385893932373
1.9800000000000009,0.9381119969854453,0.0037556237565328377,0.9512144633304929
2.120000000000001,0.8309584552120467,0.004205045441934231,0.8413987652856665
2.260000000000001,0.2976579595710246,0.0020422548009621276,0.5410344970709423
2.4000000000000012,0.35932150333085944,0.005037202905146357,0.7594060375972362
2.5400000000000014,0.9244361113401521,0.0037058866598036803,0.9880411992016411
2.6800000000000015,0.033085635323045016,0.013529203170960576,0.5367430642836288
2.8200000000000016,0.8935840156653178,0.003590087244658931,0.9185347554959559
2.9600000000000017,0.9466634917873913,0.0037955327125916926,0.9489092593398151
3.100000000000002,0.5581033948107627,0.003978020531225719,0.8865633985825011
