b1,1CC rate,2CC rate,Game 1 rate,CC rate,strat,strat_space,transition,N,eps,beta
1.0,0.022175114344521518,0.03914699359429555,0.350940266908414,0.061322107938817066,S_12_EqualSay_G2_Default,S_12,EqualSay_G2_Default,64,0.001,2.0
1.1400000000000001,0.0428594503059447,0.04095562140682269,0.3895804600367208,0.08381507171276739,S_12_EqualSay_G2_Default,S_12,EqualSay_G2_Default,64,0.001,2.0
1.2800000000000002,0.04832134535647754,0.034413999262435005,0.43062651174918803,0.08273534461891255,S_12_EqualSay_G2_Default,S_12,EqualSay_G2_Default,64,0.001,2.0
1.4200000000000004,0.06178782994670831,0.0320736577886006,0.45199028232431,0.09386148773530892,S_12_EqualSay_G2_Default,S_12,EqualSay_G2_Default,64,0.001,2.0
1.5600000000000005,0.08615311308825187,0.029814453472422047,0.4713556130420083,0.11596756656067392,S_12_EqualSay_G2_Default,S_12,EqualSay_G2_Default,64,0.001,2.0
1.7000000000000006,0.15474798433462308,0.030581511291224626,0.5002073748297192,0.18532949562584772,S_12_EqualSay_G2_Default,S_12,EqualSay_G2_Default,64,0.001,2.0
1.8400000000000007,0.4844521951087022,0.019007195846428925,0.7036483645003311,0.5034593909551311,S_12_EqualSay_G2_Default,S_12,EqualSay_G2_Default,64,0.001,2.0
1.9800000000000009,0.7634808361729648,0.01062299599920054,0.8726865293532596,0.7741038321721654,S_12_EqualSay_G2_Default,S_12,EqualSay_G2_Default,64,0.001,2.0
2.120000000000001,0.7937363640082395,0.009866085371018164,0.8864087666402131,0.8036024493792577,S_12_EqualSay_G2_Default,S_12,EqualSay_G2_Default,64,0.001,2.0
2.260000000000001,0.8372031437631724,0.008547773569789958,0.9139399587829619,0.8457509173329624,S_12_EqualSay_G2_Default,S_12,EqualSay_G2_Default,64,0.001,2.0
2.4000000000000012,0.8869926012800826,0.0060225098078951905,0.9460369987216933,0.8930151110879778,S_12_EqualSay_G2_Default,S_12,EqualSay_G2_Default,64,0.001,2.0
2.5400000000000014,0.9302055500842437,0.004515004505697053,0.9633018058990852,0.9347205545899407,S_12_EqualSay_G2_Default,S_12,EqualSay_G2_Default,64,0.001,2.0
2.6800000000000015,0.9589585184792602,0.00406695255772179,0.9774049859243077,0.963025471036982,S_12_EqualSay_G2_Default,S_12,EqualSay_G2_Default,64,0.001,2.0
2.8200000000000016,0.9678112676222731,0.0033880224605352177,0.9817402375787415,0.9711992900828084,S_12_EqualSay_G2_Default,S_12,EqualSay_G2_Default,64,0.001,2.0
2.9600000000000017,0.972563481841891,0.003155497311964832,0.9854319533852992,0.9757189791538559,S_12_EqualSay_G2_Default,S_12,EqualSay_G2_Default,64,0.001,2.0
3.100000000000002,0.9690853173675787,0.003548025126615493,0.9821676245083153,0.9726333424941942,S_12_EqualSay_G2_Default,S_12,EqualSay_G2_Default,64,0.001,2.0
1.0,0.021953749162512793,0.043059668044045075,0.3402718934915305,0.06501341720655787,S_12_EqualSay_G2_Default,S_12,EqualSay_G2_Default,64,0.001,2.0
1.1400000000000001,0.03717761329553448,0.039420685524198106,0.4115636665067035,0.07659829881973258,S_12_EqualSay_G2_Default,S_12,EqualSay_G2_Default,64,0.001,2.0
1.2800000000000002,0.04938843506268553,0.037527122549246915,0.43065917973466067,0.08691555761193245,S_12_EqualSay_G2_Default,S_12,EqualSay_G2_Default,64,0.001,2.0
1.4200000000000004,0.06035641386348781,0.03248282348390203,0.4328902043228758,0.09283923734738983,S_12_EqualSay_G2_Default,S_12,EqualSay_G2_Default,64,0.001,2.0
1.5600000000000005,0.08221907633337555,0.03243635542041109,0.47558451996704,0.11465543175378665,S_12_EqualSay_G2_Default,S_12,EqualSay_G2_Default,64,0.001,2.0
1.7000000000000006,0.15361938092692226,0.031296660729779525,0.5056085057137119,0.18491604165670178,S_12_EqualSay_G2_Default,S_12,EqualSay_G2_Default,64,0.001,2.0
1.8400000000000007,0.4585824622402179,0.020697747328978496,0.6994370480808791,0.4792802095691964,S_12_EqualSay_G2_Default,S_12,EqualSay_G2_Default,64,0.001,2.0
1.9800000000000009,0.7352126694834431,0.012428611657429747,0.8621289254134724,0.7476412811408728,S_12_EqualSay_G2_Default,S_12,EqualSay_G2_Default,64,0.001,2.0
2.120000000000001,0.8123309412332443,0.009077394171120592,0.9060784017330757,0.821408335404365,S_12_EqualSay_G2_Default,S_12,EqualSay_G2_Default,64,0.001,2.0
2.260000000000001,0.840300775892449,0.008228206828380677,0.9056800325095707,0.8485289827208297,S_12_EqualSay_G2_Default,S_12,EqualSay_G2_Default,64,0.001,2.0
2.4000000000000012,0.8744014261619228,0.00719848855224191,0.9348803089174393,0.8815999147141648,S_12_EqualSay_G2_Default,S_12,EqualSay_G2_Default,64,0.001,2.0
2.5400000000000014,0.911004215858699,0.005096970156536795,0.9559625610039331,0.9161011860152357,S_12_EqualSay_G2_Default,S_12,EqualSay_G2_Default,64,0.001,2.0
2.6800000000000015,0.952109336218533,0.00433174552449442,0.975633962421201,0.9564410817430274,S_12_EqualSay_G2_Default,S_12,EqualSay_G2_Default,64,0.001,2.0
2.8200000000000016,0.9680954348687636,0.003827160805592908,0.9833715442921463,0.9719225956743565,S_12_EqualSay_G2_Default,S_12,EqualSay_G2_Default,64,0.001,2.0
2.9600000000000017,0.9666158526190219,0.003659612805977938,0.9809936171792683,0.9702754654249999,S_12_EqualSay_G2_Default,S_12,EqualSay_G2_Default,64,0.001,2.0
