b1,1CC rate,2CC rate,Game 1 rate,strat,strat_space,transition,Unnamed: 0
1.0,0.00581504848754002,0.017007660218610058,0.4580409692336621,S_08_Random_Dictator,S_08,Random_Dictator,
1.14,0.011469584348723328,0.01621624215704381,0.4947152831353592,S_08_Random_Dictator,S_08,Random_Dictator,
1.2800000000000002,0.016928069369359432,0.013883083324354378,0.5246624356399495,S_08_Random_Dictator,S_08,Random_Dictator,
1.4200000000000004,0.02202593317881138,0.010750827367694154,0.5367715340374751,S_08_Random_Dictator,S_08,Random_Dictator,
1.5600000000000005,0.031657199914629015,0.009962370217250712,0.5205706666313076,S_08_Random_Dictator,S_08,Random_Dictator,
1.7000000000000006,0.06086149152714899,0.008967928752229806,0.5650733704935184,S_08_Random_Dictator,S_08,Random_Dictator,
1.8400000000000007,0.20268598157875,0.0075567119289421955,0.6472341374874612,S_08_Random_Dictator,S_08,Random_Dictator,
1.9800000000000009,0.5405004095955163,0.005963634410390482,0.8011065781416268,S_08_Random_Dictator,S_08,Random_Dictator,
2.120000000000001,0.7300964246928567,0.003932173341729842,0.8895656653599519,S_08_Random_Dictator,S_08,Random_Dictator,
2.2600000000000007,0.7951208231555044,0.0034050522923555807,0.9096773225040324,S_08_Random_Dictator,S_08,Random_Dictator,
2.400000000000001,0.9664177960857522,0.0020965072822902576,0.9863988183724542,S_08_Random_Dictator,S_08,Random_Dictator,
2.5400000000000014,0.9703998109468248,0.0019374097437289577,0.9846156747334196,S_08_Random_Dictator,S_08,Random_Dictator,
2.680000000000001,0.988461803725965,0.0018173802931817048,0.995313338825068,S_08_Random_Dictator,S_08,Random_Dictator,
2.8200000000000016,0.9917102668016344,0.0020363909726730496,0.9959298072658092,S_08_Random_Dictator,S_08,Random_Dictator,
2.9600000000000017,0.9937833504670368,0.001581241613259565,0.9967099946936137,S_08_Random_Dictator,S_08,Random_Dictator,
3.100000000000002,0.9938460600719972,0.001870688530253353,0.9969927893714648,S_08_Random_Dictator,S_08,Random_Dictator,
1.0,0.006601755803764599,0.0192194192651024,0.4756838130147039,S_08_Random_Dictator,S_08,Random_Dictator,
1.14,0.011868636966003718,0.014355726376992518,0.5186702742056271,S_08_Random_Dictator,S_08,Random_Dictator,
1.2800000000000002,0.01657133792747099,0.012916426187555482,0.5117481108943048,S_08_Random_Dictator,S_08,Random_Dictator,
1.4200000000000004,0.02252485483694834,0.011535283516801971,0.5141275202283856,S_08_Random_Dictator,S_08,Random_Dictator,
1.5600000000000005,0.03188797688274362,0.009425146670533496,0.5375683886429777,S_08_Random_Dictator,S_08,Random_Dictator,
1.7000000000000006,0.05497706741826894,0.00848105344285858,0.5518014882441381,S_08_Random_Dictator,S_08,Random_Dictator,
1.8400000000000007,0.19261051929503065,0.008136699047636465,0.6555348527100255,S_08_Random_Dictator,S_08,Random_Dictator,
1.9800000000000009,0.524602523631406,0.006172586323764128,0.7769824544594225,S_08_Random_Dictator,S_08,Random_Dictator,
2.120000000000001,0.7058518682711289,0.00467206633742984,0.8651208171727109,S_08_Random_Dictator,S_08,Random_Dictator,
2.2600000000000007,0.8323195775798993,0.003540233328501193,0.9296268402548552,S_08_Random_Dictator,S_08,Random_Dictator,
2.400000000000001,0.897564186830484,0.00239731901783389,0.9488459861063172,S_08_Random_Dictator,S_08,Random_Dictator,
2.5400000000000014,0.9863952082503068,0.002090777245355918,0.9921923335117104,S_08_Random_Dictator,S_08,Random_Dictator,
2.680000000000001,0.9902866093528916,0.002051453037363058,0.9938965292286384,S_08_Random_Dictator,S_08,Random_Dictator,
2.8200000000000016,0.9930604644804856,0.0019763254986202667,0.995786075563188,S_08_Random_Dictator,S_08,Random_Dictator,
2.9600000000000017,0.9914285562470968,0.0018357285728882145,0.9955877576387009,S_08_Random_Dictator,S_08,Random_Dictator,
3.100000000000002,0.9938310533024328,0.0019236644027417246,0.9968414310852324,S_08_Random_Dictator,S_08,Random_Dictator,
1.0,0.007374173106922182,0.016111994149650578,0.4735111293204765,S_08_Random_Dictator,S_08,Random_Dictator,
1.14,0.011689268090899022,0.014973171776568248,0.5003342541934239,S_08_Random_Dictator,S_08,Random_Dictator,
1.2800000000000002,0.016388191318197944,0.01280008943722556,0.5165086675166864,S_08_Random_Dictator,S_08,Random_Dictator,
1.4200000000000004,0.02212363209773557,0.011211469089641568,0.5092219245416778,S_08_Random_Dictator,S_08,Random_Dictator,
1.5600000000000005,0.031740755822370945,0.009972200509469259,0.5452241723481829,S_08_Random_Dictator,S_08,Random_Dictator,
1.7000000000000006,0.0553809136626842,0.008361355562869387,0.5598473611759034,S_08_Random_Dictator,S_08,Random_Dictator,
1.8400000000000007,0.20604893140603275,0.00799474625902764,0.6300616568167213,S_08_Random_Dictator,S_08,Random_Dictator,
1.9800000000000009,0.5419124130902284,0.005710301709699036,0.7886270508465436,S_08_Random_Dictator,S_08,Random_Dictator,
2.120000000000001,0.6593077878514461,0.004661126910025589,0.8671007591916019,S_08_Random_Dictator,S_08,Random_Dictator,
2.2600000000000007,0.8235664609452895,0.0032945123578624626,0.9186571954145876,S_08_Random_Dictator,S_08,Random_Dictator,
2.400000000000001,0.952674749602544,0.0024971744784401608,0.9824553626422584,S_08_Random_Dictator,S_08,Random_Dictator,
2.5400000000000014,0.991291315792296,0.0019313757803538086,0.996027807117346,S_08_Random_Dictator,S_08,Random_Dictator,
2.680000000000001,0.9936278012144576,0.0019519600365705376,0.9967787196536521,S_08_Random_Dictator,S_08,Random_Dictator,
2.8200000000000016,0.9853851026249548,0.0018303214976991946,0.9941997948198228,S_08_Random_Dictator,S_08,Random_Dictator,
2.9600000000000017,0.9918193727703346,0.001820683493628296,0.9957157349026392,S_08_Random_Dictator,S_08,Random_Dictator,
3.100000000000002,0.992663562492788,0.0020938084926241988,0.996173598628994,S_08_Random_Dictator,S_08,Random_Dictator,
1.0,0.006577543561652799,0.017059510762689394,0.4614654117214422,S_08_Random_Dictator,S_08,Random_Dictator,
1.14,0.011608978373255136,0.0137229024718054,0.5052798637611033,S_08_Random_Dictator,S_08,Random_Dictator,
1.2800000000000002,0.016232091148665192,0.01372363940454124,0.5352962849709717,S_08_Random_Dictator,S_08,Random_Dictator,
1.4200000000000004,0.019504662856158025,0.011377437052099808,0.5437077562540849,S_08_Random_Dictator,S_08,Random_Dictator,
1.5600000000000005,0.03210608755789035,0.0095264257158129,0.5457886554471053,S_08_Random_Dictator,S_08,Random_Dictator,
1.7000000000000006,0.05305818259761335,0.01022387490258052,0.5796105795998114,S_08_Random_Dictator,S_08,Random_Dictator,
1.8400000000000007,0.2113236412404506,0.00831343182197895,0.6573607757384176,S_08_Random_Dictator,S_08,Random_Dictator,
1.9800000000000009,0.5010517673788795,0.00578499552945111,0.791739024448307,S_08_Random_Dictator,S_08,Random_Dictator,
2.120000000000001,0.7343813338097797,0.004495281253587569,0.8781862038153573,S_08_Random_Dictator,S_08,Random_Dictator,
2.2600000000000007,0.8635861562961615,0.00298468758928356,0.9403016878702216,S_08_Random_Dictator,S_08,Random_Dictator,
2.400000000000001,0.9675083288677896,0.0021871269812334514,0.9868235601948758,S_08_Random_Dictator,S_08,Random_Dictator,
2.5400000000000014,0.9872375070614954,0.001994818781981965,0.9935023353998612,S_08_Random_Dictator,S_08,Random_Dictator,
2.680000000000001,0.9898565455364824,0.002095665600629143,0.9947863911794598,S_08_Random_Dictator,S_08,Random_Dictator,
2.8200000000000016,0.9921663639241984,0.0017748076496581489,0.9965793092655992,S_08_Random_Dictator,S_08,Random_Dictator,
2.9600000000000017,0.9913984571691502,0.0016249433776003382,0.9956830764946759,S_08_Random_Dictator,S_08,Random_Dictator,
3.100000000000002,0.9934546593309256,0.001587689173831052,0.9969391767098912,S_08_Random_Dictator,S_08,Random_Dictator,
1.0,0.007300510637985434,0.0159979989593589,0.4802867172337601,S_08_Random_Dictator,S_08,Random_Dictator,
1.14,0.011830674369450449,0.016115658126889608,0.5084670850541984,S_08_Random_Dictator,S_08,Random_Dictator,
1.2800000000000002,0.015781460202250738,0.012601188506243659,0.5174344170211832,S_08_Random_Dictator,S_08,Random_Dictator,
1.4200000000000004,0.02174295043282637,0.011297162539957608,0.513071320549423,S_08_Random_Dictator,S_08,Random_Dictator,
1.5600000000000005,0.032985453223698336,0.009778392497384152,0.5468120352825371,S_08_Random_Dictator,S_08,Random_Dictator,
1.7000000000000006,0.062490177166984476,0.008874981061225105,0.5632784877274286,S_08_Random_Dictator,S_08,Random_Dictator,
1.8400000000000007,0.16077560568723265,0.007386845549847376,0.6133109998847931,S_08_Random_Dictator,S_08,Random_Dictator,
1.9800000000000009,0.5683893221804605,0.005135490967215757,0.8065982763368835,S_08_Random_Dictator,S_08,Random_Dictator,
2.120000000000001,0.7694653328871568,0.004154378066682732,0.9043679989656076,S_08_Random_Dictator,S_08,Random_Dictator,
2.2600000000000007,0.8221156695846421,0.003666448579411521,0.9213813493643016,S_08_Random_Dictator,S_08,Random_Dictator,
2.400000000000001,0.977382209445527,0.0026319008161357718,0.9891381436585712,S_08_Random_Dictator,S_08,Random_Dictator,
2.5400000000000014,0.9772503449201048,0.0023379835159048237,0.9882040875777556,S_08_Random_Dictator,S_08,Random_Dictator,
2.680000000000001,0.9939307075203824,0.001868926866772896,0.9969024598764598,S_08_Random_Dictator,S_08,Random_Dictator,
2.8200000000000016,0.9941315846307276,0.001685481475059764,0.9972105505929364,S_08_Random_Dictator,S_08,Random_Dictator,
2.9600000000000017,0.9923599431205692,0.002052278258784137,0.9962633365032656,S_08_Random_Dictator,S_08,Random_Dictator,
3.100000000000002,0.9916175359788514,0.0016995083764560204,0.9959125430714678,S_08_Random_Dictator,S_08,Random_Dictator,
1.0,0.013824157290039695,0.013824157290039695,0.5,S_08_Random,S_08,Random,
1.14,0.013764436983348456,0.013764436983348456,0.5,S_08_Random,S_08,Random,
1.2800000000000002,0.014138594162687448,0.014138594162687448,0.5,S_08_Random,S_08,Random,
1.4200000000000004,0.016294107722906886,0.016294107722906886,0.5,S_08_Random,S_08,Random,
1.5600000000000005,0.015399288351429957,0.015399288351429957,0.5,S_08_Random,S_08,Random,
1.7000000000000006,0.018878832157761927,0.018878832157761927,0.5,S_08_Random,S_08,Random,
