b1,1CC rate,2CC rate,Game 1 rate,strat
1.0,0.004787132257182255,0.004261892111547672,0.05786766471593345,S_12
1.1400000000000001,0.007791172663070298,0.015814870898827705,0.4891464954951517,S_12
1.2800000000000002,0.012011509804669553,0.02385822631473254,0.28372757902963786,S_12
1.4200000000000004,0.04229529518788948,0.028476402061761046,0.4091392499023943,S_12
1.5600000000000005,0.005488683924600373,0.01837730871622846,0.14863770966347642,S_12
1.7000000000000006,0.009022895030377032,0.014002468694944419,0.9237514783938764,S_12
1.8400000000000007,0.8070474640918959,0.006453028384374724,0.8997064743480742,S_12
1.9800000000000009,0.6458479685133186,0.0025739218119894746,0.9519748653753077,S_12
2.120000000000001,0.7027692964568975,2.9441299999880916e-07,0.7055870000000042,S_12
2.260000000000001,0.8828179028838572,0.014421265433096134,0.9362324184073152,S_12
2.4000000000000012,0.7112267489262935,0.0038573626910165704,0.7674600710938727,S_12
2.5400000000000014,0.7683743510058214,0.0015362011835734753,0.7714550000000072,S_12
2.6800000000000015,0.9769462329108409,0.003917560720861131,0.9841493321147596,S_12
2.8200000000000016,0.37682604832074434,0.007383006899793273,0.9011370785241187,S_12
2.9600000000000017,0.8514005874289144,0.001717412705990285,0.8755421129297741,S_12
3.100000000000002,0.5577365234681154,0.012651077533634262,0.6620973550909892,S_12
1.0,0.00859504582211188,0.009904029132216158,0.4157437301882371,S_12
1.1400000000000001,0.06073054537305964,0.01889300396569069,0.2599582921815718,S_12
1.2800000000000002,0.07609364857850492,0.019599573107894355,0.18388866331175643,S_12
1.4200000000000004,0.0250064146008658,0.027038035584454126,0.10238476813528884,S_12
1.5600000000000005,0.05682991816496041,0.037960949949656674,0.5567029516989778,S_12
1.7000000000000006,0.7285626423600738,0.008489725146702935,0.7659200940713936,S_12
1.8400000000000007,0.0563078468932238,0.04117795897384006,0.506241342220396,S_12
1.9800000000000009,0.10476905100738292,0.003039175256316363,0.38928777006532533,S_12
2.120000000000001,0.9027059461771583,0.0066093393500170515,0.9119202017263776,S_12
2.260000000000001,0.5282313196534412,0.015084954313266567,0.8809537514418133,S_12
2.4000000000000012,0.4746000582065626,0.028912246354447096,0.7684889453430827,S_12
2.5400000000000014,0.6348896501958086,0.02672467992357008,0.8344521992958008,S_12
2.6800000000000015,0.7461752164111747,0.005107046314390847,0.7616645918581803,S_12
2.8200000000000016,0.7915632978375461,0.009100418593554588,0.8440615858519516,S_12
2.9600000000000017,0.6354186608328444,0.004753088458085682,0.8355938054090277,S_12
3.100000000000002,0.8533290999319397,0.003449812369821829,0.8630386639372424,S_12
1.0,0.012764399917655633,0.03859270586806649,0.05924386077904019,S_12
1.1400000000000001,0.01756026358529057,0.024830850189815627,0.18299228749612545,S_12
1.2800000000000002,0.06595319336885032,0.020394154939155768,0.4840246354711969,S_12
1.4200000000000004,0.029689317093214693,0.07151180817414189,0.3111014320090839,S_12
1.5600000000000005,0.08179538804223657,0.026306235680334404,0.2669849852041729,S_12
1.7000000000000006,0.16848797773624563,0.05087692075786562,0.6542576347079995,S_12
1.8400000000000007,0.09531417596625424,0.018976327747025037,0.2913420682435633,S_12
1.9800000000000009,0.7613721070969508,0.0187370092706033,0.8028465012003067,S_12
2.120000000000001,0.09512857461506094,0.029998640885992182,0.6098734592646728,S_12
2.260000000000001,0.2254230250253374,0.02920126625563553,0.6288930436179746,S_12
2.4000000000000012,0.5843814464437049,0.014582798024691389,0.8593180164410984,S_12
2.5400000000000014,0.7348677394354736,0.0019028787535397553,0.8363251516869931,S_12
2.6800000000000015,0.9730497075319168,0.0039019653681149646,0.975490998813021,S_12
2.8200000000000016,0.950951400248914,0.0036846648529452915,0.9877899694962791,S_12
2.9600000000000017,0.7827675802125807,0.005126493325882539,0.8832553266196125,S_12
3.100000000000002,0.9569372800768517,0.0038298411313240793,0.9607663164266227,S_12
