b1,1CC rate,2CC rate,Game 1 rate,strat,strat_space,transition
1.0,0.0068993585366282865,0.01750725406010792,0.4690943421125756,S_08_Unilateral_Dictator,S_08,Unilateral_Dictator
1.1400000000000001,0.011867170492366555,0.014341162841566366,0.5187708006591161,S_08_Unilateral_Dictator,S_08,Unilateral_Dictator
1.2800000000000002,0.016790546522832146,0.01336625035185358,0.5028663508337616,S_08_Unilateral_Dictator,S_08,Unilateral_Dictator
1.4200000000000004,0.024038427142237407,0.010998146028324843,0.5395501437228886,S_08_Unilateral_Dictator,S_08,Unilateral_Dictator
1.5600000000000005,0.031273547561867406,0.009182212767508786,0.5187795132826856,S_08_Unilateral_Dictator,S_08,Unilateral_Dictator
1.7000000000000006,0.06344236040275264,0.009056052986378073,0.5790597398344487,S_08_Unilateral_Dictator,S_08,Unilateral_Dictator
1.8400000000000007,0.1779467312864433,0.00840574362414291,0.6371162455540473,S_08_Unilateral_Dictator,S_08,Unilateral_Dictator
1.9800000000000009,0.5017663209959994,0.005870586616006583,0.7925913919323895,S_08_Unilateral_Dictator,S_08,Unilateral_Dictator
2.120000000000001,0.7080612451651489,0.004460437274302948,0.8622116438282792,S_08_Unilateral_Dictator,S_08,Unilateral_Dictator
2.260000000000001,0.8625547264373091,0.0031739421063985656,0.9458729880429886,S_08_Unilateral_Dictator,S_08,Unilateral_Dictator
2.4000000000000012,0.960280138142556,0.0024081295427752056,0.9820799639808596,S_08_Unilateral_Dictator,S_08,Unilateral_Dictator
2.5400000000000014,0.9871397136050595,0.0019351912056028494,0.9935811591585324,S_08_Unilateral_Dictator,S_08,Unilateral_Dictator
2.6800000000000015,0.9917840792430312,0.0018756422597195706,0.9969028067651248,S_08_Unilateral_Dictator,S_08,Unilateral_Dictator
2.8200000000000016,0.9898499987222971,0.002032605228677945,0.9944974384304741,S_08_Unilateral_Dictator,S_08,Unilateral_Dictator
2.9600000000000017,0.99172168368354,0.0021119848584753033,0.9963244842431772,S_08_Unilateral_Dictator,S_08,Unilateral_Dictator
3.100000000000002,0.9904534683113353,0.0019351080966473492,0.9953876545318362,S_08_Unilateral_Dictator,S_08,Unilateral_Dictator
1.0,0.007226703724380819,0.017863825617716607,0.4929117304185967,S_08_Unilateral_Dictator,S_08,Unilateral_Dictator
1.1400000000000001,0.012182658864031623,0.014254252391240955,0.474954022875147,S_08_Unilateral_Dictator,S_08,Unilateral_Dictator
1.2800000000000002,0.016753908489403807,0.012708920050050249,0.4935460952577933,S_08_Unilateral_Dictator,S_08,Unilateral_Dictator
1.4200000000000004,0.02061408337834335,0.010561100247792886,0.5138982370878984,S_08_Unilateral_Dictator,S_08,Unilateral_Dictator
1.5600000000000005,0.030636120424133998,0.010130646132943736,0.5586178725734469,S_08_Unilateral_Dictator,S_08,Unilateral_Dictator
1.7000000000000006,0.058586283249856375,0.009160676576955207,0.561153560794787,S_08_Unilateral_Dictator,S_08,Unilateral_Dictator
1.8400000000000007,0.2209329463519692,0.007755381656348685,0.6766465145330554,S_08_Unilateral_Dictator,S_08,Unilateral_Dictator
1.9800000000000009,0.5327528101511602,0.005608235394516859,0.7984426858715294,S_08_Unilateral_Dictator,S_08,Unilateral_Dictator
2.120000000000001,0.6723862381201586,0.004659786701683701,0.8672758206892389,S_08_Unilateral_Dictator,S_08,Unilateral_Dictator
2.260000000000001,0.82030611731749,0.00324737659582301,0.9263539188013284,S_08_Unilateral_Dictator,S_08,Unilateral_Dictator
2.4000000000000012,0.9462614427349308,0.0023767431571071,0.9707979246557508,S_08_Unilateral_Dictator,S_08,Unilateral_Dictator
2.5400000000000014,0.9876518816958079,0.0019758631493089255,0.9930418698843029,S_08_Unilateral_Dictator,S_08,Unilateral_Dictator
2.6800000000000015,0.9919526249204884,0.0019322291392721614,0.9964890131097058,S_08_Unilateral_Dictator,S_08,Unilateral_Dictator
2.8200000000000016,0.9930980180218482,0.0016014969376037748,0.9970388216671802,S_08_Unilateral_Dictator,S_08,Unilateral_Dictator
2.9600000000000017,0.9937310945040769,0.0017656246545972366,0.9967756670975861,S_08_Unilateral_Dictator,S_08,Unilateral_Dictator
3.100000000000002,0.9924775032100834,0.00190634221453484,0.9960485964846887,S_08_Unilateral_Dictator,S_08,Unilateral_Dictator
1.0,0.0061815553352324824,0.019948580839754412,0.4661146169244853,S_08_Unilateral_Dictator,S_08,Unilateral_Dictator
1.1400000000000001,0.010973821400083994,0.014123022301310418,0.5344249711512282,S_08_Unilateral_Dictator,S_08,Unilateral_Dictator
1.2800000000000002,0.015385698163224734,0.012307290875442025,0.5018450682640451,S_08_Unilateral_Dictator,S_08,Unilateral_Dictator
1.4200000000000004,0.021403539253110407,0.011505995878713973,0.5338506161185964,S_08_Unilateral_Dictator,S_08,Unilateral_Dictator
1.5600000000000005,0.02964974712965531,0.010197970994517936,0.5582205136094694,S_08_Unilateral_Dictator,S_08,Unilateral_Dictator
1.7000000000000006,0.0634829838163533,0.009386704208748129,0.5615450900299369,S_08_Unilateral_Dictator,S_08,Unilateral_Dictator
1.8400000000000007,0.1803545489343175,0.00802969116248612,0.6565797536793335,S_08_Unilateral_Dictator,S_08,Unilateral_Dictator
1.9800000000000009,0.4718437182086724,0.006033620284539774,0.7605282868629142,S_08_Unilateral_Dictator,S_08,Unilateral_Dictator
2.120000000000001,0.828903714997687,0.0036754928506937223,0.9275198134061791,S_08_Unilateral_Dictator,S_08,Unilateral_Dictator
2.260000000000001,0.8394773533990761,0.003140667833773488,0.9324930400719078,S_08_Unilateral_Dictator,S_08,Unilateral_Dictator
2.4000000000000012,0.9223924142141405,0.002299199281497013,0.9594667921444221,S_08_Unilateral_Dictator,S_08,Unilateral_Dictator
2.5400000000000014,0.9755310770379979,0.002055629572910834,0.9869574585086973,S_08_Unilateral_Dictator,S_08,Unilateral_Dictator
2.6800000000000015,0.9906723553382322,0.001798787430848625,0.9950031611719832,S_08_Unilateral_Dictator,S_08,Unilateral_Dictator
2.8200000000000016,0.9893866697326131,0.00214380586845587,0.9958837991553883,S_08_Unilateral_Dictator,S_08,Unilateral_Dictator
2.9600000000000017,0.993095132439411,0.001760450179872081,0.9963410801797928,S_08_Unilateral_Dictator,S_08,Unilateral_Dictator
3.100000000000002,0.9906281938995702,0.0018055838445740187,0.9957148374231631,S_08_Unilateral_Dictator,S_08,Unilateral_Dictator
1.0,0.00689474056939753,0.017576920270133516,0.47512733324478296,S_08_Unilateral_Dictator,S_08,Unilateral_Dictator
1.1400000000000001,0.011152441133027975,0.01444924219237391,0.46145279542962964,S_08_Unilateral_Dictator,S_08,Unilateral_Dictator
1.2800000000000002,0.014792009081153714,0.012587211478726918,0.5316792302993543,S_08_Unilateral_Dictator,S_08,Unilateral_Dictator
